filename,keywords,freesound_id,sound_link,manufacturer,license,superclass,subclass,title,description,duration,original_samplerate,original_bitdepth,original_file_type,num_downloads,avg_rating,geotag,start_time_s,end_time_s,original_filename
81567.mp3,"opression, politics, speech",81567,https://freesound.org/people/JohnLaVine333/sounds/81567/,JohnLaVine333,https://creativecommons.org/licenses/by-nc/4.0/,Human Sounds,Speech,regieme.wav,"I didn't even know who this was... only that it was very obviously in the public domain. Apparently it's Harry S. Truman's inaugural speech.

<a href=""http://teachingamericanhistory.org/library/index.asp?document=1453"" rel=""nofollow"">http://teachingamericanhistory.org/library/index.asp?document=1453</a>

...of course, I've totally butchered it & made it echo my sentiments.",67.3444,44100.0,16,wav,1038,4.875,,47.864,66.293,81567_regiemewav.mp3
144862.mp3,"voiceover, medieval, virtuous, shields-up, voice-over, attack, speech, battle, stand-tall, righteous, war",144862,https://freesound.org/people/tekgnosis/sounds/144862/,tekgnosis,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Speech,MedievalSpeech.wav,"Small medieval battle speech, as per <a href=""http://www.freesound.org/forum/sample-requests/26229/"" rel=""nofollow"">http://www.freesound.org/forum/sample-requests/26229/</a>",65.6776,44100.0,16,wav,3755,4.096774193548387,,38.672,56.931,144862_MedievalSpeechwav.mp3
435088.mp3,"woman, dialogues, field-recording, passangers, train, speech, child, railway",435088,https://freesound.org/people/alsounknownasa/sounds/435088/,alsounknownasa,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Speech,railway stories #003.WAV,Speech of a siberian trains's passengers.,113.21,44100.0,24,wav,27,0.0,,88.2,112.905,435088_railway stories 003WAV.mp3
435090.mp3,"woman, dialogues, field-recording, passangers, train, speech, child, railway",435090,https://freesound.org/people/alsounknownasa/sounds/435090/,alsounknownasa,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Speech,railway stories #001.WAV,Speech of a siberian trains's passengers.,179.699,44100.0,24,wav,25,0.0,,46.0,64.631,435090_railway stories 001WAV.mp3
435092.mp3,"woman, dialogues, field-recording, passangers, train, speech, child, railway",435092,https://freesound.org/people/alsounknownasa/sounds/435092/,alsounknownasa,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Speech,railway stories #007.WAV,Speech of a siberian trains's passengers.,34.0056,44100.0,24,wav,24,5.0,,0.0,28.776,435092_railway stories 007WAV.mp3
435094.mp3,"woman, dialogues, field-recording, passangers, train, speech, child, railway",435094,https://freesound.org/people/alsounknownasa/sounds/435094/,alsounknownasa,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Speech,railway stories #005.WAV,Speech of a siberian trains's passengers.,137.314,44100.0,24,wav,22,0.0,,96.2,121.351,435094_railway stories 005WAV.mp3
435097.mp3,"woman, dialogues, field-recording, passangers, talking, train, speech, human, child, railway, voice",435097,https://freesound.org/people/alsounknownasa/sounds/435097/,alsounknownasa,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Speech,railway stories #012.WAV,Speech of a siberian trains's passengers.,79.3397,44100.0,24,wav,35,0.0,,0.0,20.54,435097_railway stories 012WAV.mp3
435098.mp3,"woman, dialogues, field-recording, passangers, talking, train, speech, human, child, railway, voice",435098,https://freesound.org/people/alsounknownasa/sounds/435098/,alsounknownasa,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Speech,railway stories #011.WAV,Speech of a siberian trains's passengers.,49.7284,44100.0,24,wav,27,5.0,,7.8,26.172,435098_railway stories 011WAV.mp3
435099.mp3,"woman, dialogues, field-recording, passangers, talking, train, speech, human, child, railway, voice",435099,https://freesound.org/people/alsounknownasa/sounds/435099/,alsounknownasa,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Speech,railway stories #013.WAV,Speech of a siberian trains's passengers.,151.686,44100.0,24,wav,33,0.0,,15.001,37.032,435099_railway stories 013WAV.mp3
340305.mp3,"catholic, misterium, sound-system, Poland, park, fieldrecording, speech, Pozna, Easter",340305,https://freesound.org/people/miastodzwiekow/sounds/340305/,miastodzwiekow,https://creativecommons.org/licenses/by/4.0/,Human Sounds,Speech,after the mystery of the Passion_19.03.2016_Poznań_002.WAV,"19.03.2016: around 9.00 p.m. Fieldrecording made after the biggest in Europe performance of the Mystery Of The Passion held in Poznań since 1998 (<a href=""http://www.misterium.eu/)"" rel=""nofollow"">http://www.misterium.eu/)</a> - in the are of Park Cytadela (<a href=""https://en.wikipedia.org/wiki/Park_Cytadela)."" rel=""nofollow"">https://en.wikipedia.org/wiki/Park_Cytadela).</a> Short speech made by coordinator of the event. ",68.4937,48000.0,24,wav,34,0.0,52.418826114179815 16.933563351631165,14.218,31.807,340305_after the mystery of the Passion_19032016_Poznań_002WAV.mp3
340315.mp3,"sound-system, bell, fieldrecording, speech, Pozna, voice, Easter",340315,https://freesound.org/people/miastodzwiekow/sounds/340315/,miastodzwiekow,https://creativecommons.org/licenses/by/4.0/,Human Sounds,Speech,after the mystery of the Passion_19.03.2016_Poznań_003.WAV,"19.03.2016: around 9.00 p.m. Fieldrecording made after the biggest in Europe performance of the Mystery Of The Passion held in Poznań since 1998 (<a href=""http://www.misterium.eu/)"" rel=""nofollow"">http://www.misterium.eu/)</a> - in the are of Park Cytadela (<a href=""https://en.wikipedia.org/wiki/Park_Cytadela)."" rel=""nofollow"">https://en.wikipedia.org/wiki/Park_Cytadela).</a> Speech made by the coordinator of the event - he invites actors to the photo session, runs the bell, invites actors to the food.",191.516,48000.0,24,wav,63,0.0,52.41907003639708 16.93488299846649,33.2,62.908,340315_after the mystery of the Passion_19032016_Poznań_003WAV.mp3
231710.mp3,"problem, ease, cure, speech, heal",231710,https://freesound.org/people/vumseplutten1709/sounds/231710/,vumseplutten1709,http://creativecommons.org/licenses/by/3.0/,Human Sounds,Speech,emotion6.wav,"A guy have a speech problem. His doctor solves that easily, an easë for the patient and a happy end.",91.5014,44100.0,24,wav,94,1.0,,2.6,23.936,231710_emotion6wav.mp3
557620.mp3,"Male, vocal, speech, effects, human, voice, special",557620,https://freesound.org/people/BaDoink/sounds/557620/,BaDoink,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Speech,Not2Brite.wav,Just having a bit of fun with a recent speech.,83.6061,44100.0,24,wav,46,0.0,,22.2,44.438,557620_Not2Britewav.mp3
160511.mp3,"spaceman, request, radio, chat, military, speech",160511,https://freesound.org/people/copyc4t/sounds/160511/,copyc4t,https://creativecommons.org/licenses/by/4.0/,Human Sounds,Speech,Radio_Chatter_Via_Spaceman_VST.wav,"Examples of Spaceman VST applied to recorded speech. The first take is clean, 3 different VST settings follow. (Requested by PicassoCT)",16.9854,48000.0,16,wav,549,4.0,,0.0,16.958,160511_Radio_Chatter_Via_Spaceman_VSTwav.mp3
724964.mp3,"gibberish, weird, pareidolia, AI, simple, DtBlkFx, voice, rhyming, mouths, vocal, hell, speech, crud",724964,https://freesound.org/people/Timbre/sounds/724964/,Timbre,https://creativecommons.org/licenses/by-nc/4.0/,Human Sounds,Speech,simple as hell (AI gibberish),"White-noise processed by DtBlkFx then fed to AI  =&gt; Next-level EVP.

Below is my secret recipe for generating pareidolic speech in DtBlkFx

<img src=""https://i.imgur.com/WMuESn8.png"">",21.3275,44100.0,16,flac,55,1.0,,0.0,20.899,724964_simple as hell AI gibberish.mp3
121240.mp3,"braille, embosser, paper, print, speech, machine, blind",121240,https://freesound.org/people/ondrosik/sounds/121240/,ondrosik,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Speech,braille-embosser.wav,"This is an Everest braille embosser. You can hear the speech output and process of printing a braille document. There is also a bad story behind, because during recording i jammed the paper.",134.744,44100.0,16,wav,129,4.25,,79.812,96.994,121240_braille-embosserwav.mp3
436453.mp3,"sexy, drops, Dj, slow, speech, DROP, vocal, voice, woman, radio, female, jingle, DJ, girl, Drops, talk, speak",436453,https://freesound.org/people/ellenmentor/sounds/436453/,ellenmentor,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Speech,DJ drops - dj strawbs.wav,"request. 
I used: 
Samson condenser microphone. 
PreSonus AudioBox 22VSL Pre-amp. 
Software: Studio One.
Effects &amp; Settings: No effects
Sample: My own voice.
Voice: Female speech, slow, sexy
Layers: 1 voices

Recorded Where: The Netherlands 
Recorded Date:: 2018-08-08",99.0564,44100.0,24,wav,132,3.6666666666666665,,26.2,41.936,436453_DJ drops - dj strawbswav.mp3
101814.mp3,"sleep, spanish, speech, working",101814,https://freesound.org/people/sgel05/sounds/101814/,sgel05,http://creativecommons.org/licenses/sampling+/1.0/,Human Sounds,Speech,im going to sleep because im working tmrw.wav,Recording of Spanish speech translated as 'I'm going to sleep because I'm working tomorrow'.,20.0229,44100.0,16,wav,121,0.0,,0.0,20.023,101814_im going to sleep because im working tmrwwav.mp3
544076.mp3,"try, speech, short, music",544076,https://freesound.org/people/ltere/sounds/544076/,ltere,https://creativecommons.org/licenses/by/4.0/,Human Sounds,Speech,82806_and_531869.wav,"This is short compilation of the dry speech (1) and broadband music (2) signal with periodic transients. 

This 20 second excerpt is intended for testing audio processing algorithms.

(1) <a href=""https://freesound.org/people/shawshank73/sounds/82806/"" rel=""nofollow"">https://freesound.org/people/shawshank73/sounds/82806/</a>
(2) <a href=""https://freesound.org/people/BaDoink/sounds/531869/"" rel=""nofollow"">https://freesound.org/people/BaDoink/sounds/531869/</a>",20.0061,48000.0,24,wav,71,0.0,,0.0,19.068,544076_82806_and_531869wav.mp3
258099.mp3,"noise, clock, radio, shortwave, speech, voice",258099,https://freesound.org/people/tkzic/sounds/258099/,tkzic,https://creativecommons.org/licenses/by/4.0/,Human Sounds,Speech,wwv_5mhz_short.wav,"The WWV National Bureau of Standards ""clock"" station at 5MHz. A combination of pulses, tones, speech, and background noise.",21.5257,44100.0,16,wav,154,5.0,,0.0,21.522,258099_wwv_5mhz_shortwav.mp3
259296.mp3,"female, flute, frequency, speech, drums, time, modification, voice",259296,https://freesound.org/people/Hammer0nZ/sounds/259296/,Hammer0nZ,http://creativecommons.org/licenses/by/3.0/,Human Sounds,Speech,a10-b.wav,"This is a clip of music using advanced transformations in time and frequency with the HPS model to process sounds from drums, a flute, and the human voice. The sounds which support this piece are: 

speech-female.wav
original sound: <a href=""http://freesound.org/people/Corsica_S/sounds/72887/"" rel=""nofollow"">http://freesound.org/people/Corsica_S/sounds/72887/</a>

nina-flute-sample.wav 
original sound: <a href=""http://www.freesound.org/people/egovind/sounds/256913/"" rel=""nofollow"">http://www.freesound.org/people/egovind/sounds/256913/</a>

jack-master_drum-1.wav
<a href=""http://www.freesound.org/people/Jack_Master/sounds/203522/"" rel=""nofollow"">http://www.freesound.org/people/Jack_Master/sounds/203522/</a>",26.408,44100.0,16,wav,50,4.0,,0.0,26.408,259296_a10-bwav.mp3
266502.mp3,"distorted, speech, distortion",266502,https://freesound.org/people/Summermon/sounds/266502/,Summermon,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Speech,uuhuhhhhhh.wav,"This is for a class? A speech distorted through many filters. 
Edited in Adobe Audition and given to us by our teacher initially. ",40.0,44100.0,24,wav,66,0.0,,10.146,34.608,266502_uuhuhhhhhhwav.mp3
397088.mp3,"atmosphere, field-recording, shortwave, speech, ambience, radio, voice, electronic",397088,https://freesound.org/people/relwin/sounds/397088/,relwin,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Speech,noaa_oceanweather.wav,"NOAA Southern California coastal weather report, computerized speech. Good ambiance for shark movies with boats. 
Captured with SDR# software and RTL DVB dongle.",50.5348,44100.0,16,wav,401,4.8,,0.6,27.129,397088_noaa_oceanweatherwav.mp3
34729.mp3,"alien, animal, elastic, granular, speech, stretchy, weird",34729,https://freesound.org/people/h.quinius/sounds/34729/,h.quinius,http://creativecommons.org/licenses/sampling+/1.0/,Human Sounds,Speech,the stuff1.aif,alien speech no. 2,194.789,44100.0,16,aiff,639,4.590909090909091,,0.0,29.31,34729_the stuff1aif.mp3
418863.mp3,"megafon, gathering, speech, politician, public",418863,https://freesound.org/people/OleTerbijn/sounds/418863/,OleTerbijn,https://creativecommons.org/licenses/by/4.0/,Human Sounds,Speech,Day of democracy in Kathmandu,"February 2016

A politician gives a speech through a megafon on the Day of Democracy in Nepal's capital Kathmandu.",27.7057,44100.0,24,wav,183,4.0,27.7066377122 85.3154454049,0.0,27.706,418863_Day of democracy in Kathmandu.mp3
677254.mp3,"two, synthesis, me, thesis, feeling, woman, mind, girl, couple, emotion, wife, man, she, dialog, speech, together, common, antithesis, marriage, male, boy, female",677254,https://freesound.org/people/Seelengold/sounds/677254/,Seelengold,https://creativecommons.org/licenses/by-nc/4.0/,Human Sounds,Speech,Dialog,"My imagination about this sample: ""Man and woman in 'conversation': speech, counter-speech, thesis, antithesis, common ground, synthesis.... but who has the last word, of course, as always...?"" And your first association? I'm curious to hear your comment!

Made with Mixcraft 9 Pro Studio.

-------------------------------------------------------------
Maybe you are interested in my other music on Pond5?
<a href=""https://www.pond5.com/de/artist/Seelengold"" rel=""nofollow"">https://www.pond5.com/de/artist/Seelengold</a>

In my other music here on Freesound?
<a href=""https://freesound.org/people/Seelengold/"" rel=""nofollow"">https://freesound.org/people/Seelengold/</a>
-------------------------------------------------------------

Sound license of ""Dialog"": Noncommercial 4.0
If using this sample please note in your project:

Dialog © by Seelengold
<a href=""https://freesound.org/people/Seelengold/"" rel=""nofollow"">https://freesound.org/people/Seelengold/</a>

Please contact me via Freesound if you would like to use this sample in a commercial project.

Thanks to <a href=""http://freesound.org"" rel=""nofollow"">freesound.org</a>. and thanks to all who bring this project to life!

Many greetings from Germany",61.96,44100.0,16,wav,45,4.0,,25.688,52.202,677254_Dialog.mp3
190887.mp3,"LCS-13, refugee, speech, reverse, reverb",190887,https://freesound.org/people/wordswar/sounds/190887/,wordswar,http://creativecommons.org/licenses/by/3.0/,Human Sounds,Speech,Reverse_Reverb.aif,Sound effect obtained using reverb on a reverse speech sound.,36.5598,44100.0,16,aiff,544,5.0,,10.602,30.55,190887_Reverse_Reverbaif.mp3
440541.mp3,"brazil, tenderbuttons, poetry, speech, rooms, female, voice",440541,https://freesound.org/people/tender_buttons/sounds/440541/,tender_buttons,http://creativecommons.org/licenses/by/3.0/,Human Sounds,Speech,The time came when there was a birthday.wav,"""The time came when there was a birthday. Every day was no excitement and a birthday was added, it was added on Monday, this made the memory clear, this which was a speech showed the chair in the middle where there was copper.""

Excerpts from the poem Tender Buttons, part 3, ""Rooms"" by Gertrude Stein (in public domain on Project Gutenberg). Reading by Ariane Stolfi. To be performed at the Web Audio Conference in Berlin (19-21 September 2018).",17.875,44100.0,24,wav,43,0.0,,0.0,17.615,440541_The time came when there was a birthdaywav.mp3
577517.mp3,"rehearsal, speech, voice, male, muffled",577517,https://freesound.org/people/klearchos33/sounds/577517/,klearchos33,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Speech,gw-voice-sono-edited.wav,Muffled speech from a rehearsal.,250.72,48000.0,24,wav,305,5.0,,225.209,249.475,577517_gw-voice-sono-editedwav.mp3
40548.mp3,"dark, history, mccarthy, politics, speech, voice",40548,https://freesound.org/people/ERH/sounds/40548/,ERH,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Speech,jackals.wav,Part of a speech by McCarthy. !!!,23.292,44100.0,16,wav,1186,4.23076923076923,,0.0,23.161,40548_jackalswav.mp3
258095.mp3,"shortwave, speech, signal, voice, radio",258095,https://freesound.org/people/tkzic/sounds/258095/,tkzic,https://creativecommons.org/licenses/by/4.0/,Human Sounds,Speech,am_interference_7mhz.wav,The sound is an AM shortwave broadcast station from between 7-8 MHz.  It is speech with static noise and a digitally modulated carrier at 440Hz in the background.,22.2245,44100.0,16,wav,253,4.0,,0.0,22.097,258095_am_interference_7mhzwav.mp3
425001.mp3,"groovy, drumming, drum, improvised, beat, drums, percussion, drummer, speech, rhythm, news, percs, filler",425001,https://freesound.org/people/HoBoTrails/sounds/425001/,HoBoTrails,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Speech,News Beat,"Thought this would make the perfect, very unique style to use drums as filler background music during a very important statement or speech. This track is a little over two minutes long and has just enough soft beats to NOT distract the listener to what is being said.

This was recorded using a Yamaha keyboards GuitarPop style drum rhythm, Audacity &amp; a little improvisation. I must admit...I like what I hear and I think - SO WILL YOU!

No acknowledgement to me is necessary but maybe a shout-out to Yamaha would seem in order.",129.03,44100.0,16,wav,1345,4.608695652173913,,55.2,71.877,425001_News Beat.mp3
435087.mp3,"woman, dialogues, field-recording, passangers, train, speech, child, railway",435087,https://freesound.org/people/alsounknownasa/sounds/435087/,alsounknownasa,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Speech,railway stories #004.WAV,Speech of a siberian trains's passengers.,57.3257,44100.0,24,wav,48,0.0,,0.601,28.967,435087_railway stories 004WAV.mp3
37611.mp3,"america, freedom, malcolm-x, politics, radio, speech, voice",37611,https://freesound.org/people/ERH/sounds/37611/,ERH,https://creativecommons.org/licenses/by/4.0/,Human Sounds,Speech,by any means.wav,A passionate speech clip from a Black activist [Malcolm X I think]. I have eq'd it somewhat but the words and delivery have their own power. Part of my History of America pack.,22.0459,44100.0,16,wav,3621,4.438356164383562,,0.0,21.868,37611_by any meanswav.mp3
41252.mp3,"air, aircraft, hostess, male, safety, speech",41252,https://freesound.org/people/303creative/sounds/41252/,303creative,http://creativecommons.org/licenses/by/3.0/,Human Sounds,Speech,The air steward.aif,Flight attendant speech after landing safely,64.9045,44100.0,16,aiff,1353,4.09375,,6.022,35.929,41252_The air stewardaif.mp3
674057.mp3,"people, ambient, walla, field-recording, indoor, atmosphere, cry, soundscape, speech, ambiance, baby, depth-of-field, distant, scream, background, ambience, cough, airport",674057,https://freesound.org/people/Geoff-Bremner-Audio/sounds/674057/,Geoff-Bremner-Audio,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Speech,airport walla ambience cancun,"Features: unintelligible speech, coughing, walkie talkies, paper sounds, walkbys.
Some sounds distant, some sounds close
Airport announcements cut out
Comes in approximately -44 LUFS

Sub frequencies cut out. Built to be a relatively consistent background through the whole track.

Edited in RX",188.186,44100.0,16,wav,86,4.5,21.038103499999977 -86.87525900000009,127.8,154.861,674057_airport walla ambience cancun.mp3
473897.mp3,"suffer, scary, voice, smash, horror, deep, talk, talking, kill, vocal, human, speech, male, creep, man",473897,https://freesound.org/people/SamsterBirdies/sounds/473897/,SamsterBirdies,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Speech,Creepy Man Talking Compilation #2,A bunch of speech lines stringed up for you to cut out a piece that you need to use.,24.4952,44100.0,24,flac,629,3.6666666666666665,,0.0,24.475,473897_Creepy Man Talking Compilation 2.mp3
406064.mp3,"DJ, spoken, text, tag, radio, female, girl, speak, slow, announcer, Radio-Tag, screen-reader, speech, woman, voice-over, sexy, request, vocal, american, english, voice, soft, talk, Radio-Drop",406064,https://freesound.org/people/ellenmentor/sounds/406064/,ellenmentor,https://creativecommons.org/licenses/by/4.0/,Human Sounds,Speech,South Jersey Control-Radio Drop.wav,"request. 
I used: 
Samson condenser microphone. 
PreSonus AudioBox 22VSL Pre-amp. 
Software: Studio One.
Effects & Settings: NO Reverb, No effects
Sample: My own voice.
Voice: Female speech, slow, sexy
Layers: 1 voices

Recorded Where: The Netherlands 
Recorded Date: 2017 Oktober 27",96.0674,44100.0,16,wav,242,3.8,,53.6,69.843,406064_South Jersey Control-Radio Dropwav.mp3
527426.mp3,"saying, comforting, sentence, spoken, text, scared, soothing, what-do-you-think, talking, female, girl, frightened, happen, chuckle, speak, speech, speaking, woman, monster, words, monster-in-cupboard, word, happening, vocal, english, voice, talk",527426,https://freesound.org/people/michellelindemann1/sounds/527426/,michellelindemann1,https://creativecommons.org/licenses/by/4.0/,Human Sounds,Speech,what do you think is going to happen anyway.wav,"Me saying, “So tell me, what do you think is going to happen anyway……….. a monster’s
Going to come out of the cupboard, I don’t think so…. NOOooo…..mmm” 
ENJOY it! 

If you enjoyed this it be wonderful if you could comment and rate my work.

Also, if you can it would be very kind and appreciated if you could donate any amount to, 'freesound' to help them continue this magical service for us all!
If you use this for a professional/commercial project please credit my work! Can you please also message me a link through free sound that would be appreciated. Thanks

Example for crediting work; 'I wonder if she will be in touch.wav' by, michellelindemann1@freesound.org
Best Wishes
Michelle x
sentence female voice talking girl saying english word speaking speech vocal text spoken talk speak woman words love I-love-you arms stretch arms-can-stretch 
sad girl crying breakup boy upset hurting woman lady hurt miserable boyfriend girlfriend lost friend friendship sentence talking speaking vocal",18.9292,44100.0,32,wav,1453,3.130434782608696,,0.0,18.734,527426_what do you think is going to happen anywaywav.mp3
199438.mp3,"noise, old, broadcast, static, radio, speech",199438,https://freesound.org/people/martinimeniscus/sounds/199438/,martinimeniscus,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Speech,Radio Fuzz for Old Radio Broadcast FF233.aif,Background noise for an old radio broadcast speech,66.2244,48000.0,16,aiff,6996,4.681818181818182,,11.4,39.518,199438_Radio Fuzz for Old Radio Broadcast FF233aif.mp3
709280.mp3,"market, countryside, Felixblume, spanish, hubbub, speech, mexican, loudspeaker, hawker, Felix, village, crowd, fair, field-recording, voices, Mexico, seller, hawk, Blume, announce",709280,https://freesound.org/people/felix.blume/sounds/709280/,felix.blume,http://creativecommons.org/publicdomain/zero/1.0/,Human Sounds,Speech,Seller announcing in loudspeaker during market fair with crowd hubbub,"Seller announcing in loudspeaker, speech in spanish, during market fair with crowd hubbub. Recorded in market fair in mexican village near Tlaxcala

Sound recorded by a MS setup Schoeps Microphone hypercardio CCM41 &amp; CCM8 
Cooper Sound CS 104 Mixer + Zoom H4n Recorder
MS is encoded in STEREO Left-Right
Sound reference: MX091212-072
Recorded in December 2009 in Mexico",92.2133,48000.0,24,wav,40,5.0,,1.017,21.056,709280_Seller announcing in loudspeaker during market fair with crowd hubbub.mp3
527428.mp3,"saying, sentence, spoken, text, talking, female, girl, speak, feeling-good, take-a-look, outside, speech, wondering, speaking, woman, words, happening, word, look, vocal, english, voice, hello, talk",527428,https://freesound.org/people/michellelindemann1/sounds/527428/,michellelindemann1,https://creativecommons.org/licenses/by/4.0/,Human Sounds,Speech,I think theres a message outside for you.wav,"Me saying, “Hello,  it’s such a lovely today, I feel good, the weather is good, I wonder what’s happening outside. Lets go have a look” 
ENJOY it! 

If you enjoyed this it be wonderful if you could comment and rate my work.

Also, if you can it would be very kind and appreciated if you could donate any amount to, 'freesound' to help them continue this magical service for us all!
If you use this for a professional/commercial project please credit my work! Can you please also message me a link through free sound that would be appreciated. Thanks

Example for crediting work; 'I wonder if she will be in touch.wav' by, michellelindemann1@freesound.org
Best Wishes
Michelle x



sentence female voice talking girl saying english word speaking speech vocal text spoken talk speak woman words sentence wondering outside happening take-a-look look hello feeling-good",16.8733,44100.0,32,wav,1082,3.5,,0.0,16.574,527428_I think theres a message outside for youwav.mp3
