filename,text
103522.mp3,"A person snores indoors with muffled, raspy bursts in a periodic low-high pitch rhythm."
103538.mp3,Insects sound continually while birds chirp briefly and then simultaneously as an airplane descends.
103646.mp3,"A cat purrs repeatedly at medium volume and makes a quick, happy purring sound while moving on a bed indoors."
103986.mp3,"Quiet coughing is followed by evil-sounding laughter multiple times, with some coughing louder than others."
104089.mp3,An audience claps repeatedly with an irregular rhythm indoors.
104107.mp3,An electric guitar plays the same pattern continuously with a button press on an electronic device shortly after.
104110.mp3,"A man laughs with a cartoony, scary, and deep evil voice at intervals."
104124.mp3,Rhythmic echoing of a bonfire outdoors with a loud thumping sound.
104124.mp3,"A fireplace crackles constantly with occasional sharp, sudden cracking sounds of burning wood."
104386.mp3,"Low-pitched dull hammering against a solid surface alternates with soft, quiet, and subdued hammer taps lacking resonance."
104388.mp3,Wind blows through bamboo plants with distant traffic noise on a windy day in a park.
104420.mp3,"Clattering and rumbling bus sounds with the rhythmic hum of wheels on asphalt, interspersed with an annotator speaking over the speakers."
104600.mp3,Steady gurgling of a small stream continues throughout.
104625.mp3,A drilling machine alternates between drilling holes and running without drilling in a continuous sequence.
104625.mp3,"A loud, sharp, continuous drilling noise alternates with a steady, high-pitched mechanical whir as the drill runs freely."
104632.mp3,Several people talk outdoors in the distance while fire crackles and a small bell rings.
104671.mp3,"Outdoor ambience with leaves blowing, distant birds chirping and twittering, occasional rubbery car wheels driving over a gap, and a squirrel chattering."
104760.mp3,"An internal combustion engine idles, shifts gears with a thud, then powers a heavy vehicle driving away with heavy metallic clicking."
104817.mp3,A drill operates continuously accompanied by rhythmic beats near the end.
104997.mp3,A single male voice speaks steadily and amplified amidst overlapping outdoor conversations with occasional wind interference.
105005.mp3,"A Persian cat purrs softly with a rhythmic, contented vibration."
105029.mp3,"A loud, repetitive jackhammer rings continuously."
105088.mp3,A dog barks repeatedly indoors throughout the recording.
105117.mp3,A ship’s horn blasts loudly at regular intervals.
105236.mp3,A bee buzzes rapidly with a high-pitched hum alongside birds chirping and bees buzzing in the background.
105276.mp3,"Music fades out, followed by audience clapping and whistling."
105289.mp3,"An ambulance approaches beeping repeatedly while a heavy truck horn honks loudly, and a vehicle engine increases then fades away."
106013.mp3,"An engine starts up, runs continuously, and then is turned off."
106022.mp3,Electronic guitar notes are playing intermittently with brief pauses throughout the recording.
106023.mp3,"An electric rhythm guitar plays a steady, repeating pattern at 120 BPM with a processed tone while an electric guitar plays a repetitive melody at the same frequency."
106024.mp3,An electric guitar plays repeated chords with a dynamic tone.
106025.mp3,A rhythmic electric guitar plays continuously with consistent timing throughout the passage.
106027.mp3,An electric guitar plays two clear alternating tones in a repeating regular pattern.
106028.mp3,An electric guitar plays continuously with reverb effect throughout the audio.
106033.mp3,"An electric guitar plays loud, repeated distorted tones with varying sounds."
106035.mp3,Segments of electric guitar sounds play intermittently.
106035.mp3,A loud electric guitar plays rigid chords at a constant rate.
106238.mp3,"An ice cream van plays a calm, soothing melody continuously."
106257.mp3,"An orchestra plays a smooth, continuous melody featuring violins, cellos, bass, piano, flute, clarinet, and oboe."
106289.mp3,A metal drainpipe drips softly outdoors.
106389.mp3,A guitar is playing intermittently throughout the audio with brief pauses in between.
106482.mp3,"Melodic ringing bells accompany bird chirping, footsteps on metal, car driving in the background, and two loud metallic door closings."
106484.mp3,"A car engine hums rhythmically and steadily beneath a muffled, steady wind."
106485.mp3,The car engine hums rhythmically and steadily.
106580.mp3,"A dog snores loudly and unevenly, with the volume gradually increasing over time."
106596.mp3,A rhythmic thumping sound produced by a machine continues steadily.
106599.mp3,A hammer strikes sheet metal repeatedly with a constant beat.
106600.mp3,A rhythmic beating sound from an object inside a washing machine or dryer increases in speed and volume as the machine accelerates.
106601.mp3,A washing machine produces a continuous rhythmic hitting sound.
106603.mp3,"A dryer spins at maximum speed with a thumping sound, then slows down and stops."
106604.mp3,A loud metallic thud with a rattling sound repeats in a steady pattern.
106606.mp3,A constant rhythmic metallic knocking is followed by quiet shifting of objects in an almost silent room.
106607.mp3,An empty metal barrel tumbles unevenly across the ground.
106819.mp3,A person speaks German indoors intermittently while multiple people laugh repeatedly throughout.
106836.mp3,An urban bus engine runs while a stop request button beeps briefly inside the bus.
106849.mp3,An airplane flies steadily in the distance.
106876.mp3,"A rich chord with a warm, sustained tone and smooth, slightly synthetic texture is played on an electric piano."
106877.mp3,A single piano chord fades away accompanied by quiet static noise in the background.
106969.mp3,Children chatter loudly with each other outside.
106969.mp3,Children yell loudly while playing indoors.
106970.mp3,Children are yelling and talking continuously.
106979.mp3,Many cowbells ring across a meadow with gusting wind and faint voices of people speaking in the distance.
106979.mp3,Metallic cowbells ring in an arrhythmic pattern continuously.
107351.mp3,A baby is screaming continuously.
107372.mp3,Continuous loud sound of water being poured.
107577.mp3,A cow moos once.
108355.mp3,A boat engine runs continuously amid background crowd noises.
108514.mp3,Continuous applause indoors.
108514.mp3,Continuous applause fills the audio with consistent clapping sounds.
108517.mp3,"Soft background fan noise accompanies intermittent snoring, exhaling, and whistling breaths throughout the recording."
108522.mp3,A person snores rhythmically and loudly throughout the recording.
108602.mp3,"Waves gently splash along the beach shore in a constant, soothing manner."
108635.mp3,Water flows in a creek with intermittent dog barks occurring throughout the sounds.
108668.mp3,Wind rushes continuously in the background with several loud gusts blowing intermittently.
108751.mp3,A motor hums loudly in a steady pattern while air valves open with a loud hiss.
108811.mp3,"Incessant wind gushes with a strong whooshing noise alongside a low-pitched, soft, continuous sawing sound."
108843.mp3,"Footsteps on a wood floor are heard while a cat meows and plays, moving around."
108959.mp3,"An ambulance siren and distant car horn blend with soft wind rumbling, punctuated by occasional car door clicks."
109117.mp3,Staticky machine hum underlies metallic hammer thumping sounds in the background throughout.
109152.mp3,"A harsh, continuous, diffuse ambient noise persists throughout."
109153.mp3,"A lawnmower runs continuously, with a louder presence in the latter part of the audio."
109154.mp3,A loud and continuous rumbling of a lawnmower persists throughout.
109371.mp3,Heavy wind howls loudly with distant metallic squeaking and faint crackling in the background.
109373.mp3,"Loud, constant droning near a road is accompanied by a distant bird call and a loud car driving by on an empty road."
109374.mp3,Wind howls loudly in a monotone while a swinging lamp produces intermittent metallic sounds nearby.
109375.mp3,Wind howls loudly and continuously while a lamp swings quietly and steadily.
109434.mp3,A police siren sounds on and off in a rhythmic pattern.
109793.mp3,A string instrument is plucked producing a very deep note with a long decay.
110129.mp3,The sound of a bus engine running steadily.
110133.mp3,An alarm beeps continuously with alternating 500-millisecond beeps and pauses.
110210.mp3,"A child cries loudly and clearly while a baby cries faintly and repeatedly, with a person laughing nearby."
110219.mp3,A brass band is playing continuously without interruption.
110260.mp3,Rhythmic trumpets play a lively and energetic tune with repeated bursts.
110310.mp3,Cars drive and pass by on a lively city street.
110317.mp3,Repeated brass fanfare phrases play with noticeable pauses and a faint beeping sound signaling the recording start.
110336.mp3,An electric guitar produces a noisy sound with a pause in between.
110394.mp3,Gentle waves flow continuously with loud wave sounds occurring intermittently.
110425.mp3,A group of people clap loudly and repeatedly while an audience reacts with intense yelling.
110551.mp3,"A harsh mechanical whirr hums as an old electric drill struggles to spin, producing a gritty industrial buzz."
110610.mp3,Forest sounds include rain and various animal noises throughout.
110623.mp3,"Continuous waves crash on a beach with faint, occasional seagull yells in the background."
110919.mp3,Wind blows continuously with wood cracking and water flowing in the background.
110921.mp3,A man whistles enthusiastically twice while a dog barks and farm animals make sounds in the background.
110921.mp3,Sheep make noises in a field outdoors while people shout in the distance at intervals.
110955.mp3,A child screams briefly and a boy shouts while adults talk and applaud in the background at a party.
111002.mp3,"A powerful, low-pitched roar of waves rolls in repeatedly, driven by a rain-laden breeze."
111003.mp3,Steady beach ambiance with soft environmental sounds creates a calming atmosphere.
111003.mp3,"Heavy and loud rainfall with subtle raindrops hitting a surface, accompanied by calm distant waves."
111017.mp3,"Crested Partridges chirp quietly and repeatedly outdoors with occasional continuous chirps, punctuated by a loud, single Green Jay call."
111059.mp3,Rain hits a car during traffic while heavy and quick vehicles pass by with sounds fading in and out.
111059.mp3,Light rain falls outside as a car door opens and a person exhales heavily.
111078.mp3,An exotic bird chirps amid ambient tropical outdoor sounds.
111084.mp3,A large number of birds tweet chaotically.
111171.mp3,A bus engine hums continuously with a loud object clattering briefly.
111174.mp3,A bus engine starts and the bus begins its route.
111176.mp3,"Sounds of a truck, a bus, and a combustion engine are heard continuously."
111178.mp3,A bus engine runs continuously while an automated announcement is made by a woman’s voice.
111179.mp3,A constant low engine hum and subtle road noise echo steadily inside a moving bus while a person speaks softly and slowly.
111180.mp3,A bus engine hums continuously and rumbles steadily throughout.
111181.mp3,An old engine runs smoothly with electronic distortion throughout.
111185.mp3,Mechanical engine and turbine induction noise from a vehicle continues steadily.
111389.mp3,Diesel engine running steadily throughout the audio.
111624.mp3,"A bird whistles and chirps repeatedly with high-pitched, oscillating, rising and falling patterns in an outdoor garden."
111671.mp3,A police siren continuously alternates between long rising wail and yelp tones without sudden stops.
111901.mp3,Emergency sirens from a fire truck sound continuously.
111905.mp3,A tractor engine rumbles softly with a faint breeze blending into the natural outdoor sounds.
112531.mp3,A machine produces a continuous spinning monotonous noise throughout.
112562.mp3,A woman laughs intermittently with short pauses in between.
112631.mp3,"An adult male repeatedly speaks with surprised reactions, conveying strong emotion throughout the intervals."
112633.mp3,A piano is played enthusiastically and fast throughout.
112811.mp3,Wood crackling continuously in a fire.
113146.mp3,"Wind blows loudly indoors with intermittent loud metallic thumps, echoing toilet splashes, and distant running water."
113174.mp3,Strong wind rumbles steadily through a building.
113177.mp3,A small creek flows gently down the mountain.
113320.mp3,"Quiet traffic and birds chirping near a bus station, followed by a bus door opening."
113321.mp3,"Ambient traffic noise with a roaring motorcycle engine, distant motorcycle running, high-pitched squeaking, loud car passing, and a clicking sound."
113325.mp3,"Strong, vibrant, low-frequency white noise accompanies a man mumbling intermittently, a vehicle accelerating, a car passing by, and drumming on a surface."
113326.mp3,The steady hum of an idling engine continues as a pneumatic hiss sounds when the bus door opens.
113326.mp3,An idling bus engine hums steadily with occasional short releases of air.
113327.mp3,"A steady, mechanical bus noise rumbles continuously with a sharp brake sound and intermittent hissing air release."
113327.mp3,A bus engine runs continuously with a steady hum throughout.
113329.mp3,Static noise with a steady pattern plays while rustling sounds occur briefly in the background.
113330.mp3,"A loud, rhythmic beeping occurs over the muffled sound of a bus engine."
113331.mp3,"An engine emits a loud, droning sound with oscillating volume and pitch while faint rustling and a distant metallic bang occur."
113333.mp3,Continuous white noise plays throughout the entire duration.
113336.mp3,"Occasional cars pass by and fade away on a quiet, mostly silent urban street with faint ambient echoes."
113337.mp3,"An engine runs continuously as people talk in the background, with a dog barking briefly."
113338.mp3,Continuous background noise without distinct sounds or patterns.
113339.mp3,A public transportation bus is driving as air is sharply ejected.
113340.mp3,Continuous engine sounds persist throughout.
113340.mp3,The motor roars continuously with a powerful and steady sound.
113343.mp3,"A loud, low-pitched public transportation announcement plays amid soft background conversations and sudden close voices in a crowded outdoor setting."
113343.mp3,Loud engine sounds of varying intensity are heard inside a vehicle.
113344.mp3,An engine runs nearby while an unclear radio message and distant loud beeping sounds are heard.
113348.mp3,Many cars and vehicles continuously pass by on a road.
113351.mp3,"Footsteps on heels walk loudly at first and end, while muffled vehicle engines and faint footsteps occur in between."
113352.mp3,"Cars rapidly pass by on a busy street with continuous loud noise, accompanied by a loud motorbike engine and a brief metallic click."
113354.mp3,The engine of a car grows louder as it accelerates.
113355.mp3,Multiple cars drive on a distant street while a truck passes by with a roaring engine.
113355.mp3,Traffic noise gradually increases in volume on the street.
113356.mp3,Cars pass nearby accompanied by muffled wind sounds throughout.
113356.mp3,Traffic passes by continuously.
113582.mp3,"The audience cheers, screams, and claps wildly while an audience member speaks and the crowd yells."
113755.mp3,Fire crackling repeatedly as wood burns.
114276.mp3,"A baby is crying loudly at intervals, gradually softening into quieter cries over time."
114284.mp3,"A washing machine hums loudly and steadily with a vibrating sound as its drum spins loudly and rhythmically, increasing in speed."
114285.mp3,A washing machine drum turns slowly and then accelerates while a pump operates constantly in the background.
114286.mp3,A washing machine spins continuously and gradually slows down.
114286.mp3,"A washing machine drum spins loudly then hums and vibrates, gradually slowing down and decreasing in volume."
114288.mp3,A machine operates distantly in a construction field.
114288.mp3,A washing machine spins quickly and steadily at a constant rate.
114290.mp3,"Train wheels squeal and scratch the surface continuously, echoing loudly in a tunnel."
114442.mp3,"A hyena whoops shortly, and a bird repeatedly screams and tweets at medium volume over continuous indoor air circulating noise."
114459.mp3,"Wind blows outdoors with repeated wood squeaks, followed by a distant dog barking."
114463.mp3,A railroad bell rings with a constant metallic sound while a group of people walk and speak.
114464.mp3,A bell warning sounds to indicate a train is passing by.
114491.mp3,"Wind blows through a forest, gradually speeding up and slowing down, causing trees to shake in heavy winds."
114609.mp3,"A person snores loudly and intermittently with high-pitched, soft, and rattling sounds mixed with pauses."
114629.mp3,"The quiet, repetitive sound of flowing water blends with large waves rising rapidly and calming on the beach."
11466.mp3,"Rubbing the bow on the fourth string produces scratchy, squeaky, raspy, and dry sounds with irregular crescendos."
114702.mp3,A guitar melody is played repeatedly in reverse.
114722.mp3,The rhythmic sound of a violin bow pulling over the strings creates a medium tempo melody.
115137.mp3,"An engine runs continuously with a loud, monotonous, tunnel-like sound accompanied by background air pressure or air conditioner noise."
115137.mp3,An engine runs loudly and steadily throughout the duration.
115345.mp3,A bird chirps melodically in the background as people talk emotionally.
115390.mp3,A washing machine runs rhythmically for an extended period.
115523.mp3,"An owl hoots and fades away, two people speak, then an owl hoots again."
115920.mp3,Several people clap rhythmically and unrhythmically while a woman yells and a man and two men speak.
115928.mp3,"Repeated glitchy, unclear robotic-like sounds alternate with pulsed, wave-like sounds featuring pauses in between."
115928.mp3,A person speaks with a distorted voice repeatedly throughout the audio.
115929.mp3,"Repeated robotic sounds continue with fast, rhythmic stuttering and periodic indescribable robotic stutters."
115930.mp3,Repeated distorted electronic stuttering sounds loop rhythmically.
116427.mp3,A vintage synthesizer plays an electronic melody resembling a doorbell tone.
116483.mp3,"Series of short, sharp, high-pitched barks interspersed with occasional muffled, short high-pitched barks."
116484.mp3,A dog barks periodically throughout the audio.
116485.mp3,"A dog barks furiously multiple times, accompanied by the sound of its footsteps walking."
116765.mp3,A chainsaw loudly buzzes while cutting through wood continuously.
116769.mp3,"Only a few people clap slowly and irregularly with breaks, sometimes quietly and at varying speeds."
116791.mp3,Birds chirp nearby intermittently throughout the entire duration.
116791.mp3,Birds chirp repeatedly with varying intensity throughout the recording.
116804.mp3,"Strong, steady rushing water flows continuously with consistent intensity."
116804.mp3,Flowing water of a stream with gentle natural current sounds continues steadily.
116805.mp3,Harmonic music is played continuously on a music box.
116806.mp3,Rhythmic synthetic music composed of continuous hammering and thumping sounds plays steadily.
11687.mp3,A plane engine is running softly in the distance.
11698.mp3,"Soft giggles and kissing sounds mingle with faint slurping noises and low murmurs, creating a subtle, semi-public ambiance."
11699.mp3,"A train passes at normal speed with windy mechanical sounds while muffled, unclear conversation is heard."
117077.mp3,"Birds squeak periodically with distant sheep baas, periodic cricket buzzes, a high-pitched frog croak, and constant wind noise."
117094.mp3,"The sound of driving with the window rolled down and breeze, with cars passing and strong howling wind in the background."
117116.mp3,"An alarm clock beeps repeatedly with quick, piercing sounds throughout."
117118.mp3,"A siren howls outdoors, gradually rising in pitch and volume before fading away."
117122.mp3,A siren is wailing continuously.
117126.mp3,"An alarm rings loudly and repeatedly nearby, with brief noisy interruptions."
117178.mp3,"A helicopter rumbles softly, flies overhead with a loud mechanical sound, and fades away while birds chirp quietly."
117181.mp3,"Multiple sirens and horns sound loudly, starting nearby and gradually fading into the distance."
117262.mp3,A clock ticks steadily while water drips drop by drop with a single muffled sound.
117272.mp3,"Distorted and high-frequency bird chirping occurs alongside rhythmic, consecutive duck quacks in the distance."
117330.mp3,Snoring repeatedly occurs with gradual increases and decreases in volume over several intervals.
117475.mp3,"An engine revs irregularly, then slows down briefly before revving irregularly again."
117611.mp3,A heavy wind howls powerfully and constantly while a gentle wind rustles softly with a calming flow.
117611.mp3,"Wind howls continuously with a steady, eerie tone."
117612.mp3,A cat meows softly and intermittently while purring softly and intermittently with varying volume.
117630.mp3,Footsteps repeatedly occur every 0.9 seconds on a forest floor covered with leaves and branches.
117786.mp3,A car is driving while a person speaks distantly and almost inaudibly at various intervals.
117787.mp3,A loud bell rings and slowly fades away.
117795.mp3,Cows moo loudly and repeatedly at short intervals with occasional brief pauses.
117813.mp3,A man is speaking continuously.
117889.mp3,"A person plays an accordion with fluctuating volume alongside a loud, slightly muffled trumpet on the street."
118101.mp3,"A doorbell rings while a dog barks, moves around repeatedly, and panting is heard inside a house."
118101.mp3,A doorbell rings multiple times while a chihuahua barks loudly and other dogs bark and run on a wooden floor.
118104.mp3,"A woman sneezes twice, with a pause in between."
118162.mp3,"Soft footsteps on gravel or sand blend with distant traffic rumbling, creating a calm early morning ambiance."
118163.mp3,Footsteps of a person walking with a car passing by briefly.
118234.mp3,An alarm clock beeps continuously with a brief pause in between.
118341.mp3,"Repeated hammering drives a nail with varying intensities, punctuated by an object being put down and hammer strikes with pauses."
118346.mp3,Loud applause from a crowd continues consistently.
118429.mp3,A motorcycle engine buzzes and revs with varying intensity as the motorcycle drives away and then approaches.
118636.mp3,A loud music plays in a crowded mall.
118636.mp3,A concert with singing and acoustic guitar plays in the distance accompanied by a loud machine hum and indistinct speech.
118657.mp3,"A chainsaw revs several times, then cuts steadily before gradually fading out."
118713.mp3,"A bell rings with a high-pitched tone repeatedly, accompanied intermittently by crackling sounds."
118728.mp3,A lawnmower starts with a loud mechanical rumble and gradually fades as someone speaks in the distance.
118728.mp3,A motorcycle engine roars loudly and then gradually fades away.
118729.mp3,"A lawnmower sputters and howls repeatedly, struggling to start throughout the recording."
118742.mp3,A drill sound slowly fades away while distant human voices are intermittently heard.
118754.mp3,"A whining sound steadily increases in volume alongside decreasing glass wind chimes, distant siren pitch rising, and several short tapping sounds."
118828.mp3,Multiple birds chirp steadily in the background while a pheasant chirps loudly at regular intervals.
119161.mp3,Sheep bleat intermittently while a bird twitters continuously in the background.
119173.mp3,A loud car alarm sounds steadily while several people talk outdoors and distant car engines run; then a car slowly passes by.
119173.mp3,"An alarm rings loudly while people talk in the background, followed by a car rolling."
119455.mp3,"A motorbike engine starts, runs on idle, and then switches off."
119763.mp3,A laundry dryer is running continuously.
119768.mp3,"The hammer hits nails repeatedly multiple times, followed by the sound of a carton box being opened."
119809.mp3,"A faint, rhythmic metallic pounding accompanies birds chirping with varying high and low pitches."
119938.mp3,"Rhythmic, repeating water drops sound continuously throughout."
120106.mp3,A violin plays a slow and sad tune throughout.
120106.mp3,Music is being played continuously on a violin.
120213.mp3,A person repeatedly sniffs and coughs multiple times indoors throughout the recording.
120227.mp3,"Ambient sounds of an auto repair shop with whirring air tools, clanking metal, and background conversations."
120325.mp3,"In a forest, an animal calls in a repeating rhythmic pattern and howls, gradually increasing in volume while sounds echo and fade."
120396.mp3,An indoor voice speaks calmly at regular intervals throughout the sequence.
120444.mp3,"A man and a woman take turns speaking, with a woman laughing briefly, followed by multiple people speaking together."
120526.mp3,"An alarm is beeping repeatedly in a steady, continuous pattern."
120531.mp3,"A low, droning hum steadily builds up, fades, builds up again, and then fades completely."
120534.mp3,A bass drum is scraped continuously.
120546.mp3,A drum plays continuously with accompanying percussion sounds throughout.
120644.mp3,Fire burns with crackling wood sounds throughout.
120649.mp3,Bees are buzzing intermittently throughout the audio.
120695.mp3,Rain falls with medium intensity while birds chirp and caw quietly in the far distance intermittently.
120710.mp3,An alarm with a high-pitched tone gradually grows louder amid steady rain and distant thunder echoes.
120776.mp3,Intense mechanical roar with grinding and clanking blends into rhythmic rumbling and chugging of a train.
120777.mp3,A slow train passes by with a horn honking and a high-pitched sound of wheels braking on tracks.
120803.mp3,A clear water stream nearby repeatedly creaks in the field.
120829.mp3,People are having a conversation in a large space with cutlery clinking briefly.
121102.mp3,Light waves sound continuously alongside intermittent strong waves.
121119.mp3,A deep electronic sound pulses repeatedly with intermittent rapid and noisy electronic pulses.
121143.mp3,"Birds chirp quietly in a steady pattern while a duck quacks repeatedly, gradually fading toward the end."
121240.mp3,A Braille embosser prints loudly and repeatedly nearby.
121299.mp3,"Traffic noise includes cars passing by, distant horn honking, and wheels spinning with loud noises."
121357.mp3,"Something repeatedly falls or hits a metallic surface with pauses, accompanied by liquid pouring quietly onto the metal."
121359.mp3,A cowbell rings in the background while plastic or metal parts hit together rhythmically.
121361.mp3,"Water drips rhythmically onto a metal surface, creating steady metallic resonance with each drop and subtle splashing sounds."
121364.mp3,Water drops drip repeatedly on a surface accompanied by repeated clinking of metal objects.
121530.mp3,A helicopter flies by loudly while birds sing quietly in the background.
121532.mp3,Loud echoing sound gradually intensifies and peaks at the end.
121564.mp3,Rain falls outside as footsteps pass by and gradually fade away.
121564.mp3,Footsteps on loose gravel are heard moving away from the microphone.
121813.mp3,Birds chirp loudly nearby with intermittent pauses.
121901.mp3,A truck engine runs steadily.
121902.mp3,"A police siren blares loudly in a repeating, fading pattern."
121909.mp3,An old washing machine runs continuously with mechanical sounds.
121940.mp3,"Wind blows quietly in a steady, monotone manner throughout."
121945.mp3,Thunderstorm crackling loudly and gradually fading away.
121946.mp3,"Birds sing softly in the background as thunder explodes violently, rolls, and rumbles for a long time."
121949.mp3,A machine buzzes muffled in the distance while a pig softly grunts repeatedly and munches food continuously.
122064.mp3,"A train passes by at high speed, producing a repetitive, rhythmic sound."
122065.mp3,"Clear and loud cricket sounds accompany a distant train horn, a loud high-pitched fast train passing by, then gentle distant train noise with loud crickets."
122067.mp3,A train passes by rhythmically and closely.
122088.mp3,"Muffled wind and rain accompany thunder rolling loudly, increasing then gradually decreasing in loudness."
122089.mp3,Heavy rain accompanied by thunder and lightning continues throughout.
122090.mp3,Wind blows continuously with thunder rumbling intermittently in the background.
122091.mp3,"A strong, continuous rumble of thunder is followed by a faint rumble in the distance."
122110.mp3,A metallic bell rings loudly with muffled bird singing in the background.
122166.mp3,A drum skin is stretched repeatedly with regular pauses.
122183.mp3,"A small dog snarls and growls aggressively with repeated, progressively louder bursts, accompanied by abrupt, agitated breathing."
122761.mp3,"A vacuum cleaner powers on with a continuous hum, quickly turns off and on again, then hums steadily."
122956.mp3,People and children are chatting together.
122956.mp3,A man talks while multiple people are talking in the distance.
122978.mp3,A low-frequency growl continues steadily.
122978.mp3,"Strange, garbled chatter blends alien clicks, guttural growls, and unintelligible gibberish throughout."
123033.mp3,A guitar string is plucked multiple times while a guitar plays intermittently in between.
123034.mp3,Intermittent percussion sounds occur at regular intervals throughout the sequence.
123086.mp3,Snoring loudly occurs intermittently in a quiet indoor space over a continuous background hum.
123722.mp3,Music combined with a repeating alarm creates a sense of stress and tension.
123741.mp3,A group of people are having a loud conversation with small pauses throughout.
123884.mp3,A cat is purring continuously in a deep tone.
123896.mp3,"A person coughs hard several times with short, distinct coughs in a quiet indoor setting."
123897.mp3,"A man laughs loudly and muffled in repeating patterns, accompanied by muffled groans."
123919.mp3,Mechanical steady whirring and vibrations create a continuous drone humming effect.
124000.mp3,"A trumpet plays a loud, rhythmic melody accompanied by subtle background vocals with varied inflections."
124003.mp3,A calm guitar plays gently throughout the duration.
124010.mp3,A bell rings rhythmically and continuously throughout.
124012.mp3,"A washing machine rhythmically whirs, interrupted by clicking, thumping, metallic clattering, and water splashing noises."
124503.mp3,Clicking noises of a bike chain gradually slow down over time.
124504.mp3,A bike is moving continuously.
